id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment
7099,Superband Pull Through,https://youtu.be/ZuKowDpVVXM,,Beginner,Glutes,Gluteus Maximus,,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Superband
7100,Miniband Quadruped Hip Extension,https://youtu.be/k30hN0vhlsY?si=ycYwNbMrFEnA94pG,https://youtu.be/E-Df1V-UP7g,Beginner,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Miniband
7101,Cable Hip Adduction,https://youtu.be/UyXncDziNGo?si=W4GuZaUvoWtiIOxj,https://youtu.be/FUEq2RqJrbU,Novice,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Cable
7102,Superband Tall Kneeling Pallof Press,https://youtu.be/yUzjX1LdySo?si=2LpxjTl8N8OHsKqd,https://youtu.be/y30uEJhBTwQ,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband
7103,Slider Eccentric Hamstring Curl,https://youtu.be/vcCVej7p_vc,,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders
7104,Landmine Low Hold Lateral Lunge,https://youtu.be/VTtLrBvHoJ8,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Landmine
7105,Double Kettlebell Sumo Deadlift,https://youtu.be/4m288BpgfcQ,https://youtu.be/gdutIla6nMw?si=Gq1r56mRXADNUek8,Beginner,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7106,Slider Kneeling Reach Push Up,https://youtu.be/-RTSF7qbrhs?si=hznPEKw9aLONjGpz,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders
7107,Slider Parallette Knee Tuck,https://youtu.be/Kj89v76f-l8?si=_B0Uc1Xs1x1S0G_M,,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders
7108,Superband Shoulder Dislocates,https://youtu.be/MPtMYQH9vvg?si=eEJrNr3oqGzcma8_,https://youtu.be/7p-Ma0eksaY?si=rh6O8a5TM3cyJUZs,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband
7109,Superband Alternating Shoulder Dislocates,https://youtu.be/AJmPEWu4FiM?si=0h2x72A-kGfK3a_0,https://youtu.be/hpJMDIEvASE?si=V8jVpmYmJTwle2iV,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband
7110,Superband Prone Shoulder Dislocates,https://youtu.be/3WOAWkEKZGA?si=lSddj94elx-N7ZKJ,https://youtu.be/i5F56-jByo8?si=9agL2UoRzpWwVu-u,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Superband
7111,Ring L Sit,https://youtu.be/lwcHmXvw-T4,https://youtu.be/2kMkNFRbLJQ,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7112,Resistance Band Prone Shoulder Dislocates,https://youtu.be/YwELfevh5vs?si=tmPYSbe-vfbiD0vx,,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Resistance Band
7113,Resistance Band Alternating Shoulder Dislocates,,,Novice,Shoulders,Posterior Deltoids,Supraspinatus,Upper Body,Bilateral,Mobility,2025-08-10 01:02:44.550093+00,Resistance Band
7114,Cable Straight Bar Spider Curl,https://youtu.be/zGyaLrwHJjs?si=sg4m9llWui7pmOT_,https://youtu.be/djsZsACOtLY?si=uZjb73qcrYm7jmCs,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Cable
7115,Double Kettlebell Bottoms Up Front Rack Squat,https://youtu.be/IvN-CSDnvoc,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7116,Barbell Back Rack Cyclist Squat,https://youtu.be/TT7Ra3TnlZY,https://youtu.be/aoNyKjQvegs,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7117,Gravity Boots Inverted Sit Up,https://youtu.be/AN4MBtCsJqo,,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7118,Double Kettlebell Front Rack Knee Over Toe Split Squat,https://youtu.be/G7e7EenICzQ,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7119,Double Kettlebell Overhead Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7120,Barbell Back Rack Step Up,https://youtu.be/uQGRzdjxHes,https://youtu.be/bH8c6ladt1M,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7121,Barbell Front Rack Step Up,https://youtu.be/YR_7r6EzJdA,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7122,Barbell Standing Rollout,https://youtu.be/_lI_GB0DI3o,,Advanced,Abdominals,Rectus Abdominis,Latissimus Dorsi,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell
7123,Stability Ball Cable Russian Twist,https://youtu.be/4ESBjh2BcdE,https://youtu.be/yckjJqPMyaY,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Stability Ball
7124,Miniband Frog Pump,https://youtu.be/rzjQ8XpXt1Q,https://youtu.be/GLF9UVx0nPw,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Miniband
7125,Miniband Knee Hover Quadruped Fire Hydrant,,,Advanced,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Miniband
7126,Bodyweight Fire Hydrant,https://youtu.be/IFrN8GELc-k?feature=shared,https://youtu.be/La3xYT8MGks,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7127,Bodyweight Knee Hover Quadruped Fire Hydrant,https://youtu.be/8nmBvZ1DkKQ?si=RUcdU_JPDGU_yIWv,,Intermediate,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7128,Dumbbell Crush Grip Spider Curl,,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7129,Alternating Double Dumbbell Spider Curl,https://youtu.be/KznrM_RhXDc?si=Qxgmd-eTnFuZ5rpo,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7130,Bodyweight Bent Knee Copenhagen Plank Side Raise,https://youtu.be/xkcOhvzzta0,https://youtu.be/kD1t1hWzIDE,Intermediate,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7131,Bodyweight Kneeling Side Plank,https://youtu.be/PAHxwhBVsYY?si=pym-tzPNwmH8zNeP,https://youtu.be/3FhVhuvZgjc,Beginner,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight
7132,Bodyweight Wall Assisted Hip Airplane,https://youtu.be/20R2FqNUBsA?si=3Nuvhsgux27gQFjW,https://youtu.be/1N2DSsVG2Ww,Intermediate,Glutes,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7133,Superband Single Leg Tibialis Raise,https://youtu.be/fAf6Z7wu7fM?si=6K5_014ZCoGfknf8,https://youtu.be/SBrHvR0BomM,Beginner,Shins,Tibialis Anterior,Extensor Digitorum Longus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband
7134,Barbell Zercher Squat,https://youtu.be/nwx6Ip7hd3I,https://youtu.be/eIMAXB7xy58,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell
7135,Barbell Squat Snatch,https://youtu.be/9xQp2sldyts,https://youtu.be/VMaBfcRprAU,Expert,Quadriceps,Quadriceps Femoris,Quadriceps Femoris,Full Body,Bilateral,Olympic Weightlifting,2025-08-10 01:02:44.550093+00,Barbell
7136,Alternating Double Kettlebell Spider Curl,,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7137,Barbell Squat Clean to Split Jerk,https://youtu.be/PjY1rH4_MOA,https://youtu.be/gsadb9nH2BY,Expert,Shoulders,Anterior Deltoids,Gluteus Maximus,Full Body,Unilateral,Olympic Weightlifting,2025-08-10 01:02:44.550093+00,Barbell
7138,Slider Kneeling Alternating Reach Push Up,https://youtu.be/1UD0dTGE04w?si=q2odI18mbdJTtPDF,https://youtu.be/oYUVkU3sTlU?si=BucGpPP9NcSfH6Sn,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders
7139,Barbell Hang Squat Clean to Thruster,https://youtu.be/8DApihgXzGk,,Advanced,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell
7140,Barbell Squat Clean to Thruster,https://youtu.be/4qZWqKDAhkQ,https://youtu.be/QC9_VE75gEg,Advanced,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Barbell
7141,Bodyweight Copenhagen Plank,https://youtu.be/tKb76R21AfM?si=zsuYyzMMfjZleCpc,https://youtu.be/VfjAmomtVa0?si=I2iiPw_V8fZbgJ9j,Novice,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7142,Bodyweight Bent Knee Copenhagen Plank,https://youtu.be/obtdLUWZi-Y,,Novice,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7143,Single Arm Clubbell Inside Pullover,,https://youtu.be/DQg80eX08hg?si=LmF-paCX4u8uFLO7,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell
7144,Miniband Single Leg Hip Thrust,https://youtu.be/tPWyj85zsmg,https://youtu.be/jemVr8d_LPc,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Miniband
7145,Barbell Deficit Snatch Grip Deadlift,https://youtu.be/s_Cx_ElOuQs,,Intermediate,Back,Latissimus Dorsi,,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7146,Single Arm Clubbell Outside Pullover,,https://youtu.be/sJ5XCgdCMx8?si=VIRgX4J73IavMF93,Novice,Back,Latissimus Dorsi,Posterior Deltoids,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Clubbell
7147,Bodyweight Hand Assisted Foot Elevated Knee Over Toe Split Squat,https://youtu.be/hTBEkHf8GmA,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Bodyweight
7148,Bodyweight Foot Elevated Knee Over Toe Split Squat,https://youtu.be/Gu4qA5TevLU,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Bodyweight
7149,Double Kettlebell Thruster,https://youtu.be/5-mxMxigTfw,,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7150,Double Kettlebell Cossack Squat Thruster,https://youtu.be/DbKGRbkQ80E,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7151,Double Kettlebell Alternating Cossack Squat Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7152,Single Arm Landmine Shrug,https://youtu.be/I_qhTOdNkHo?si=7wY3icLNd-TkFk5i,,Novice,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine
7153,Double Kettlebell Front Rack Walking Lunge,https://youtu.be/Xmfx1eZMKmY,https://youtu.be/ARBkmwST4Nc,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7154,Double Kettlebell Overhead Walking Lunge,https://youtu.be/hcQJcKxc240,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7155,Plate Seated Steering Wheel,,,Novice,Shoulders,Anterior Deltoids,,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Weight Plate
7156,Parallette L Sit to Handstand,,https://youtu.be/iCR95j-MbjY,Expert,Shoulders,Anterior Deltoids,,Full Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars
7157,Ring Straddle L Sit,https://youtu.be/pjk0vGe9YRU,https://youtu.be/_XDh5e-fXSg,Expert,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7158,Double Kettlebell Seesaw Overhead Press,https://youtu.be/VWnVBfRkLXE?si=AeN6Q9aAnShqxuIb,https://youtu.be/EzIk1bCZuSA?si=DZpWtAFem_lmtn7n,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7159,Double Kettlebell Half Kneeling Seesaw Overhead Press,https://youtu.be/UiY-JIpmt24?si=ox4YNd9xIIVapyeB,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7160,Double Kettlebell Bottoms Up Seesaw Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7161,Double Kettlebell Bottoms Up Seesaw Incline Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7162,Double Kettlebell Bottoms Up Seesaw Decline Bench Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7163,Double Kettlebell Bottoms Up Seesaw Floor Press,,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7164,Double Dumbbell Tall Kneeling Seesaw Overhead Press,https://youtu.be/Lk0xszw7Tf8?si=GHtFcn5OVifRVyDQ,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7165,Double Dumbbell Half Kneeling Seesaw Overhead Press,https://youtu.be/NP4p_SWAgnA?si=VoTKPhBbaaWrrYZH,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7166,Double Dumbbell Seesaw Z Press,https://youtu.be/L_Y8osw78lA?si=3eK1QuOTlQjCzAxO,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7167,Stability Ball Sit Up,https://youtu.be/7L90imlW0es?si=gY7k7XVC43IRrv-N,https://youtu.be/3aQXaB4PU_A,Beginner,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Stability Ball
7168,EZ Bar Wide Grip Strict Bicep Curl,https://youtu.be/j83lzC2E4Ss?si=PcoF092JVJRpg8T4,https://youtu.be/woGKGe7SmDo?si=GyL0qA4fJDmEfsf6,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,EZ Bar
7169,Double Kettlebell Squat Clean,https://youtu.be/6wyxpVY8PQ0,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell
7170,Double Kettlebell Hollow Body Hold,https://youtu.be/do1yf3NMXdg,,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell
7171,Alternating Double Dumbbell Incline Bench Prone Row,https://youtu.be/xkCR2CkkL1g?si=Qy0YPAcCasZF6kNk,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7172,Bodyweight Side Lying Hip Adduction,https://youtu.be/UW52u8OaWhw?si=WdEOpAR_PSB9x9bR,https://youtu.be/y4BmebZvZRE,Beginner,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Bodyweight
7173,Superband Hollow Body Hold,https://youtu.be/8QRsSJ-Ny8M,,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband
7174,Parallette Freestanding Handstand Push Up,https://youtu.be/3FYYo6lP-dw,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars
7175,Slider Single Leg Eccentric Hamstring Curl,https://youtu.be/yAOulKW0al4,https://youtu.be/dE5d39sErBU,Intermediate,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Sliders
7176,Bodyweight Freestanding Handstand Push Up,https://youtu.be/aAErmRDDJKY,https://youtu.be/3I_vcrmE0a0,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight
7177,Single Arm Ring Grip Push Up,https://youtu.be/CXVqHGLmb3Q,,Master,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7178,Superband Side Plank Hanging Hip Adduction,https://youtu.be/JG0Ay2QDVbI,,Intermediate,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Superband
7179,Ring Strap Bulgarian Handstand Push Up,https://youtu.be/ZNCupJIYP6M,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7180,Ring Freestanding Handstand Push Up,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7181,Stability Ball Feet Elevated Frog Pump,https://youtu.be/Rc5e-DsD--M,,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Stability Ball
7182,Double Kettlebell Hollow Body Flutter Kicks,https://youtu.be/HOQeoz3zQeo,,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:44.550093+00,Kettlebell
7183,Barbell Overhead Cyclist Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7184,Barbell Front Rack Cyclist Squat,https://youtu.be/IU_0IBe4G9w,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7185,Double Kettlebell Dead Clean to Push Press,https://youtu.be/NAZ9uF9S_wk,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Full Body,Bilateral,Ballistics,2025-08-10 01:02:44.550093+00,Kettlebell
7186,Bodyweight Bent Arm Press Handstand,https://youtu.be/Gzz3ku70W3I,https://youtu.be/5E_yYi0OsPw,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight
7187,Barbell Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7188,Parallette L Sit to Bent Arm Press Handstand,,https://youtu.be/6wfu8QHBYZU,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Parallette Bars
7189,Alternating Single Arm Landmine Thruster,,https://youtu.be/woG921FLD3E,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine
7190,Single Arm Dumbbell Cyclist Thruster,https://youtu.be/2Tt0XZ2pZyE,,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Dumbbell
7191,Alternating Single Arm Landmine Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Landmine
7192,Barbell Low Bar Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Barbell
7193,Double Kettlebell Front Rack Split Squat,https://youtu.be/ExJCssj4YV0,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7194,Double Kettlebell Front Rack Bulgarian Split Squat,https://youtu.be/Q3yDIeMfdNg,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7195,Double Kettlebell Overhead Squat,https://youtu.be/2Pk8jmse6vY,https://youtu.be/nGXtan2AQ8Q,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7196,Bodyweight Chest Roll to Straight Body Press Handstand,https://youtu.be/mYQAYnr2hlg?si=gqlNGvKWytXXQP1H,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Bodyweight
7197,Single Arm Kettlebell Overhead Contralateral Knee Over Toe Split Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7198,Ring Bent Arm Bent Body Press Handstand,https://youtu.be/TxkC9nrvOho,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7199,Single Arm Kettlebell Sumo Deadlift,https://youtu.be/1XyV5eNL1z0,,Novice,Back,Latissimus Dorsi,Gluteus Maximus,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7200,Single Arm Kettlebell Front Rack Contralateral Knee Over Toe Split Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:44.550093+00,Kettlebell
7201,Ring Dip to Handstand,,,Master,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7202,Ring Handstand to Elbow Lever to Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
7203,Ring Dip Straight Body Press to Handstand,,,Master,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:44.550093+00,Gymnastic Rings
