exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,equipment ,Category,Laterality,Primary Exercise Classification
Double Clubbell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Double Clubbell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Double Clubbell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Single Arm Clubbell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Landmine Low Hold Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Landmine,Lower Body,Unilateral,Bodybuilding
Landmine Goblet Alternating Lateral Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Landmine,Lower Body,Unilateral,Bodybuilding
Landmine Goblet Alternating Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Landmine,Lower Body,Unilateral,Bodybuilding
Macebell Order Alternating Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Macebell Order Alternating Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Macebell Order Alternating Reverse Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Suitcase Alternating Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Front Rack Cyclist Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Double Dumbbell Overhead Cyclist Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Single Arm Dumbbell Front Rack Cyclist Squat,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Overhead Cyclist Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Bodyweight Alternating Lateral Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bodyweight Alternating Forward Lunge,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bodyweight Alternating Reverse Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Macebell Order Cyclist Squat,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Bilateral,Bodybuilding
Double Dumbbell Overhead Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Single Arm Dumbbell Overhead Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Macebell Order Squat,,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Bilateral,Unsorted*
Double Dumbbell Front Rack Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Overhead Bulgarian Split Squat,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Bulgarian Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Bulgarian Split Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Clubbell Order March,,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Clubbell,Core,Unilateral,Balance
Macebell Order Walking Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Suspension Alternating Lateral Lunge,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Bodybuilding
Bulgarian Bag Back Rack Alternating Lateral Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Bodybuilding
Bulgarian Bag Back Rack Walking Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Bodybuilding
Bulgarian Bag Back Rack Alternating Forward Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Unsorted*
Heavy Sandbag Shoulder Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Unsorted*
Sandbag Front Rack Alternating Lateral Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Sandbag Front Rack Walking Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Sandbag Front Rack Alternating Forward Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Sandbag Front Rack Alternating Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Plate Overhead Walking Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Plate Overhead Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Plate Overhead Alternating Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Plate Overhead Alternating Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Barbell Single Leg Standing Bent Knee Overhead Press,,,Expert,Shoulders,Anterior Deltoids,Triceps Brachii,Barbell,Upper Body,Unilateral,Balance
Single Arm Barbell Single Leg Standing Bent Knee Contralateral Overhead Press ,,,Expert,Shoulders,Anterior Deltoids,Rectus Abdominis,Barbell,Upper Body,Contralateral,Balance
Bodyweight Tuck Planche,Video Demonstration,Video Explanation,Advanced,Abdominals,Rectus Abdominis,Biceps Brachii,Bodyweight,Full Body,Bilateral,Calisthenics
Single Arm Barbell Single Leg Standing Bent Knee Ipsilateral Overhead Press,,,Expert,Shoulders,Anterior Deltoids,Rectus Abdominis,Barbell,Upper Body,Ipsilateral,Balance
Double Kettlebell Push Up to L Sit,Video Demonstration,,Expert,Chest,Pectoralis Major,Rectus Abdominis,Kettlebell,Upper Body,Bilateral,Calisthenics
Bar Hanging L Sit,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,,Pull Up Bar,Core,Bilateral,Calisthenics
Ring Hanging L Sit,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,,Gymnastic Rings,Core,Bilateral,Calisthenics
Single Arm Bar Hanging L Sit ,Video Demonstration,,Advanced,Abdominals,Rectus Abdominis,,Pull Up Bar,Core,Unilateral,Calisthenics
Single Arm Ring Hanging L Sit,Video Demonstration,,Advanced,Abdominals,Rectus Abdominis,,Gymnastic Rings,Core,Unilateral,Calisthenics
Single Arm Kettlebell Suitcase Alternating Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Parallette L Sit Flutter Kicks,Video Demonstration,,Advanced,Hip Flexors,Iliopsoas,Rectus Abdominis,Parallette Bars,Core,Unilateral,Calisthenics
Bodyweight Single Arm Contralateral Single Leg Push Up,Video Demonstration,,Expert,Chest,Pectoralis Major,Rectus Abdominis,Bodyweight,Upper Body,Contralateral,Calisthenics
Parallette Tuck Planche Push Up,Video Demonstration,,Expert,Chest,Pectoralis Major,Triceps Brachii,Parallette Bars,Full Body,Bilateral,Calisthenics
Ring Maltese Push Up,Video Demonstration,,Expert,Chest,Pectoralis Major,Triceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Ring Tuck Planche Push Up,,,Expert,Chest,Pectoralis Major,Triceps Brachii,Gymnastic Rings,Full Body,Bilateral,Calisthenics
Parallette L Sit to Tuck Planche Push Up,,Video Explanation,Expert,Chest,Pectoralis Major,Triceps Brachii,Parallette Bars,Upper Body,Bilateral,Calisthenics
Ring L Sit to Tuck Planche Push Up,,,Expert,Chest,Pectoralis Major,Triceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Bar Advanced Tuck Front Lever Pull Up,Video Demonstration,,Expert,Back,Latissimus Dorsi,,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bar Gironda Sternum Chin Up,Video Demonstration,Video Explanation,Expert,Biceps,Biceps Brachii,Latissimus Dorsi,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bar L Sit Archer Pull Up,,,Expert,Back,Latissimus Dorsi,Biceps Brachii,Pull Up Bar,Upper Body,Unilateral,Calisthenics
Bar Straddle Front Lever Pull Up,,,Expert,Back,Latissimus Dorsi,,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bar Strict Muscle Up,Video Demonstration,,Expert,Back,Latissimus Dorsi,Triceps Brachii,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bar Tuck Front Lever Pull Up,,,Expert,Back,Latissimus Dorsi,Triceps Brachii,Pull Up Bar,Upper Body,Bilateral,Calisthenics
Bodyweight Tuck Planche Push Up,Video Demonstration,Video Explanation,Expert,Chest,Pectoralis Major,Triceps Brachii,Bodyweight,Full Body,Bilateral,Calisthenics
Double Clubbell Asynchronous Mill,Video Demonstration,,Expert,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Unilateral,Ballistics
Clubbell Order Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Clubbell Order Alternating Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Bodyweight L Sit,Video Demonstration,Video Explanation,Expert,Abdominals,Rectus Abdominis,,Bodyweight,Core,Bilateral,Calisthenics
Bodyweight Single Arm L Sit,Video Demonstration,,Master,Abdominals,Rectus Abdominis,,Bodyweight,Core,Unilateral,Calisthenics
Alternating Single Arm Kettlebell Low Hold Alternating Lateral Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Lateral Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Alternating Reverse Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Alternating Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Parallette V Sit to Pike Press Handstand,Video Demonstration,,Expert,Shoulders,Anterior Deltoids,Triceps Brachii,Parallette Bars,Upper Body,Bilateral,Calisthenics
Ring Pseudo Planche Push Up,Video Demonstration,Video Explanation,Expert,Chest,Pectoralis Major,Anterior Deltoids,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Single Arm Macebell Order Contralateral Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Macebell,Lower Body,Contralateral,Bodybuilding
Single Arm Macebell Order Low Switch Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Alternating Cossack Squat,,,Novice,Quadriceps,Quadriceps Femoris,Adductor Magnus,Macebell,Lower Body,Unilateral,Bodybuilding
Single Arm Macebell Order Foot Elevated Contralateral Cossack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Adductor Magnus,Macebell,Lower Body,Contralateral,Bodybuilding
Stability Ball Feet Elevated Glute Bridge,Video Demonstration,,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Stability Ball,Lower Body,Bilateral,Bodybuilding
Bodyweight Mountain Climber,Video Demonstration,Video Explanation,Novice,Abdominals,Rectus Abdominis,Iliopsoas,Bodyweight,Core,Unilateral,Calisthenics
Suspension Feet Elevated Mountain Climber,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Suspension Trainer,Core,Unilateral,Unsorted*
Bodyweight Straddle L Sit,Video Demonstration,Video Explanation,Expert,Abdominals,Rectus Abdominis,,Bodyweight,Core,Bilateral,Calisthenics
Single Arm Kettlebell Bottoms Up Front Rack Alternating Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Bodyweight Cossack Squat,Video Demonstration,,Beginner,Quadriceps,Quadriceps Femoris,Adductor Magnus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bodyweight Wall Facing Handstand Push Up,Video Demonstration,Video Explanation,Expert,Shoulders,Anterior Deltoids,Triceps Brachii,Bodyweight,Upper Body,Bilateral,Calisthenics
Ring Pelican Push Up,Video Demonstration,Video Explanation,Expert,Chest,Pectoralis Major,Triceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Barbell Back Rack Alternating Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Front Rack Alternating Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Ring Feet Elevated Pelican Push Up,Video Demonstration,,Expert,Chest,Pectoralis Major,Triceps Brachii,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Suspension Pelican Push Up,,,Expert,Chest,Pectoralis Major,Triceps Brachii,Suspension Trainer,Upper Body,Bilateral,Unsorted*
Ring Tuck L Sit,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,,Gymnastic Rings,Core,Bilateral,Calisthenics
Ring Hanging Tuck L Sit,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,,Gymnastic Rings,Core,Bilateral,Calisthenics
Bar Hanging Tuck L Sit,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,,Pull Up Bar,Core,Bilateral,Calisthenics
Single Arm Kettlebell Overhead Alternating Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Overhead Alternating Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Ring Mountain Climber,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Gymnastic Rings,Core,Unilateral,Calisthenics
Ring Feet Elevated Mountain Climber,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Gymnastic Rings,Core,Unilateral,Calisthenics
Single Arm Kettlebell Overhead Alternating Reverse Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Ring Dead Hang,Video Demonstration,,Beginner,Forearms,Brachioradialis,Latissimus Dorsi,Gymnastic Rings,Upper Body,Bilateral,Calisthenics
Parallette Kneeling Push Up,Video Demonstration,,Beginner,Chest,Pectoralis Major,,Parallette Bars,Upper Body,Bilateral,Calisthenics
Clubbell Outside Circle,Video Demonstration,Video Explanation,Intermediate,Abdominals,Rectus Abdominis,Gluteus Maximus,Clubbell,Full Body,Bilateral,Ballistics
Single Arm Macebell Order Carry,,,Novice,Forearms,Brachioradialis,Rectus Abdominis,Macebell,Full Body,Unilateral,Unsorted*
Clubbell Order Carry,,,Novice,Forearms,Brachioradialis,Rectus Abdominis,Clubbell,Full Body,Bilateral,Unsorted*
Macebell Order Carry,,,Novice,Forearms,Brachioradialis,Rectus Abdominis,Macebell,Full Body,Bilateral,Unsorted*
Macebell Order March,,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Macebell,Core,Unilateral,Balance
Single Arm Macebell Order March,,,Novice,Hip Flexors,Iliopsoas,Rectus Abdominis,Macebell,Core,Unilateral,Balance
Single Arm Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Alternating Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Stability Ball T's Y's I's ,Video Demonstration,Video Explanation,Beginner,Shoulders,Posterior Deltoids,,Stability Ball,Upper Body,Bilateral,Postural
Resistance Band Reverse Fly,Video Demonstration,Video Explanation,Beginner,Shoulders,Posterior Deltoids,,Resistance Band,Upper Body,Bilateral,Unsorted*
Resistance Band Lateral Raise,Video Demonstration,,Beginner,Shoulders,Lateral Deltoids,Anterior Deltoids,Resistance Band,Upper Body,Bilateral,Bodybuilding
